AB.C.alpha.a.FP1,AB.C.alpha.b.FP2,AB.C.alpha.c.F7,AB.C.alpha.d.F3,AB.C.alpha.e.Fz,AB.C.alpha.f.F4,AB.C.alpha.g.F8,AB.C.alpha.h.T3,AB.C.alpha.i.C3,AB.C.alpha.j.Cz,AB.C.alpha.k.C4,AB.C.alpha.l.T4,AB.C.alpha.m.T5,AB.C.alpha.n.P3,AB.C.alpha.o.Pz,AB.C.alpha.p.P4,AB.C.alpha.q.T6,AB.C.alpha.r.O1,AB.C.alpha.s.O2,COH.D.beta.a.FP1.b.FP2,COH.D.beta.c.F7.d.F3,COH.D.beta.e.Fz.f.F4,COH.D.beta.g.F8.h.T3,COH.D.beta.i.C3.j.Cz,COH.D.beta.k.C4.l.T4,COH.D.beta.m.T5.n.P3,COH.D.beta.o.Pz.p.P4,COH.D.beta.q.T6.r.O1,AB.A.delta.a.FP1,AB.A.delta.b.FP2,AB.B.theta.a.FP1,AB.B.theta.b.FP2,AB.C.alpha.a.FP1,AB.C.alpha.b.FP2,AB.D.beta.a.FP1,AB.D.beta.b.FP2,AB.E.highbeta.a.FP1,AB.E.highbeta.b.FP2,AB.F.gamma.a.FP1,AB.F.gamma.b.FP2,COH.B.theta.a.FP1.b.FP2,COH.B.theta.c.F7.d.F3,COH.B.theta.e.Fz.f.F4,COH.B.theta.g.F8.h.T3,COH.B.theta.i.C3.j.Cz,COH.B.theta.k.C4.l.T4,COH.B.theta.m.T5.n.P3,COH.B.theta.o.Pz.p.P4,COH.B.theta.q.T6.r.O1,AB.B.theta.a.FP1,AB.B.theta.b.FP2,AB.B.theta.c.F7,AB.B.theta.d.F3,AB.B.theta.e.Fz,AB.B.theta.f.F4,AB.B.theta.g.F8,AB.B.theta.h.T3,AB.B.theta.i.C3,AB.B.theta.j.Cz,AB.B.theta.k.C4,AB.B.theta.l.T4,AB.B.theta.m.T5,AB.B.theta.n.P3,AB.B.theta.o.Pz,AB.B.theta.p.P4,AB.B.theta.q.T6,AB.B.theta.r.O1,AB.B.theta.s.O2,COH.F.gamma.a.FP1.b.FP2,COH.F.gamma.c.F7.d.F3,COH.F.gamma.e.Fz.f.F4,COH.F.gamma.g.F8.h.T3,COH.F.gamma.i.C3.j.Cz,COH.F.gamma.k.C4.l.T4,COH.F.gamma.m.T5.n.P3,COH.F.gamma.o.Pz.p.P4,COH.F.gamma.q.T6.r.O1,main.disorder
8.075158,8.089352,6.430399,9.716139,12.37677,11.932578,6.151589,4.892519,10.532555,13.951919,13.193087,5.061536,6.332165,16.343533,22.088932,18.752889,11.726079,11.608191,30.064001,56.750238,79.302923,85.368561,15.645073,67.189082,46.022089,69.356319,67.513258,13.526675,26.280731,21.654879,8.941144,9.875351,8.075158,8.089352,6.874026,7.192789,1.992102,1.934743,1.742931,1.668433,67.934308,82.925546,86.96085,12.58816,80.810592,58.840991,75.242312,76.78658,12.394879,8.941144,9.875351,7.790008,11.89945,16.286691,14.959436,7.25816,4.96778,9.244836,13.035306,10.962678,6.527933,4.602277,8.891087,12.321104,10.800444,7.430197,5.621412,8.84256,40.934301,69.118165,78.82313,23.654652,61.315926,19.563636,62.872208,67.53307,22.129307,Addictive disorder
0.024414275,0.02848632,0.019974904,0.016580304,0.03002826,0.02351746,0.024131466,0.01184041,0.019635288,0.025319569,0.024035491,0.038192783,0.02122526,0.011877994,0.024576385,0.021572234,0.01956252,0.027742507,0.017199771,0.82189685,0.7185758,0.79100066,0.0577641,0.7068281,0.40971676,0.49884087,0.7673302,0.10242752,0.1652399,0.153438,0.03700199,0.0339812,0.024414275,0.02848632,0.07807399,0.08786186,0.08678991,0.058987707,0.07777135,0.07091571,0.90383494,0.78632355,0.89830977,0.21609804,0.8658429,0.6307471,0.5530006,0.81171745,0.18962404,0.03700199,0.0339812,0.025917482,0.037832428,0.043391094,0.03936392,0.041527998,0.023790298,0.043821253,0.052274354,0.058167726,0.0352325,0.025764897,0.035658058,0.048955668,0.04232403,0.03234337,0.017512158,0.046744514,0.7481276,0.5389098,0.7655973,0.054648142,0.7007733,0.26069945,0.5206929,0.7252105,0.19001749,Mood disorder
7.828001,8.690253,6.271926,9.722162,10.730197,9.884731,6.152086,5.119211,8.469833,11.083592,9.620739,5.974965,4.458536,9.270766,10.461404,9.897835,6.594104,4.648618,8.051171,72.542736,58.639799,84.049342,6.721498,54.845701,25.812288,67.770852,58.038282,2.827514,15.782449,15.520606,12.385211,15.089922,7.828001,8.690253,4.744741,5.390482,1.145949,1.320848,1.176912,1.367046,54.089513,31.310108,78.389521,4.681948,77.080938,26.381403,45.278679,45.619265,11.849342,12.385211,15.089922,8.436529,16.102053,18.827198,17.079686,8.533784,5.399882,9.590402,15.623714,11.195596,6.468861,4.504225,7.600346,8.955965,8.352208,4.773019,3.245816,4.284991,62.309386,62.82111,81.855311,30.653867,77.347149,47.387833,66.277283,62.366389,2.199482,Addictive disorder
7.334415,8.441642,6.309495,9.176307,10.965485,10.533817,8.909812,4.601316,8.839009,10.032331,9.126593,5.027953,4.724733,8.477785,8.328046,7.943042,5.882821,5.129085,5.222806,53.508888,32.058557,80.534415,0.636904,43.55662,20.233604,86.146922,35.006856,6.060007,26.919768,24.38149,8.370571,8.765759,7.334415,8.441642,16.568316,16.846149,2.492058,2.632075,3.068201,3.110338,71.395553,44.069037,89.382288,3.045399,53.609846,23.01631,88.893247,38.307221,4.70865,8.370571,8.765759,6.718654,9.09743,11.534542,10.716895,10.666521,4.527471,7.699962,9.65492,8.765463,5.180663,4.958089,7.252479,7.382032,7.121751,5.206325,4.937612,5.448849,32.170706,23.053341,72.792337,3.038926,34.961473,5.943087,74.234483,31.542944,24.15357,Mood disorder
51.388375,62.703956,38.993124,65.415119,86.674613,89.648892,57.560233,25.49868,65.097437,97.245498,90.522374,38.886511,16.85746,68.063434,84.941011,71.042393,32.221977,50.171337,35.838276,67.422178,55.155238,91.336958,16.701263,79.149248,45.480465,53.729423,78.34274,6.502882,10.641367,14.02344,34.613046,40.219618,51.388375,62.703956,15.878207,13.844434,3.167853,2.335504,7.289728,4.655047,60.952128,56.955248,89.053382,19.859965,76.570943,49.30951,45.890843,71.724006,7.343056,34.613046,40.219618,28.939897,49.924041,66.802233,60.36749,33.498809,19.631295,41.613712,72.33307,62.76092,19.039912,16.890235,40.633028,57.795029,46.435077,17.467166,29.19578,27.581184,31.01629,9.668152,82.990782,1.627192,56.033589,4.779814,48.61518,74.981975,24.76075,Trauma and stress related disorder
16.167011,16.410093,9.531048,14.788554,18.942271,17.190179,11.420528,6.212562,9.179879,14.825076,14.699097,7.67105,3.100635,16.121058,11.912445,12.496119,10.114283,3.634363,7.060247,88.517063,63.081101,89.141229,21.782941,72.186976,88.514743,59.564772,84.303902,32.399067,12.819113,23.248816,6.813816,8.400269,16.167011,16.410093,12.987538,14.458352,1.217265,1.801126,1.663682,2.460374,83.19145,55.060292,88.245013,1.693281,68.881048,86.166566,52.151066,85.403694,7.617285,6.813816,8.400269,4.415119,5.652077,7.808172,6.940332,5.759125,7.351121,3.70823,5.167864,5.018269,3.642367,1.052275,2.589128,3.766255,3.768569,5.960705,1.236237,4.591157,90.202004,65.528633,89.42361,42.364315,75.481117,90.033223,70.966354,93.097464,69.970722,Anxiety disorder
23.869416,25.410926,13.568865,24.680869,31.722704,28.588026,18.178471,5.320967,15.980796,27.139705,18.456277,8.751848,5.749584,12.32325,16.384646,11.444454,7.398345,9.710431,10.425759,79.570972,66.059828,78.747592,7.189039,82.299921,53.318586,51.286725,79.42304,16.385652,11.118658,12.152308,6.614515,7.412734,23.869416,25.410926,13.298443,13.531381,5.698422,5.783985,4.160378,4.197954,81.364996,65.560853,84.136374,3.15122,88.158272,47.920018,46.028182,82.158158,17.943354,6.614515,7.412734,4.019492,6.65442,8.795803,8.158393,5.872777,2.96397,5.697768,8.28889,6.437401,4.211079,2.641599,4.827437,6.141457,4.946935,3.493035,3.153393,3.306908,76.053643,69.690152,76.064289,38.384555,79.379406,64.199555,50.288019,75.733519,41.796709,Addictive disorder
36.784503,37.648008,26.544189,52.867403,61.380915,57.897327,27.338846,17.424578,41.664998,59.016455,50.423123,14.779455,43.247028,49.717968,53.181924,142.361151,179.150744,46.386103,101.116844,68.784225,66.5422,88.554098,6.399623,70.365773,44.935108,50.294454,73.404518,3.695811,25.161266,37.323464,12.940217,15.706833,36.784503,37.648008,23.355239,24.727514,8.732951,8.204526,11.975247,12.615148,81.932991,56.75057,87.616587,1.680451,72.654123,41.512736,42.342493,80.261774,6.958673,12.940217,15.706833,9.413305,17.54109,21.388511,20.595604,11.378122,7.401461,14.333357,17.928771,15.445014,8.237533,11.460684,17.038487,20.826685,24.820525,18.668981,11.488894,14.204655,17.77234,57.125479,83.296342,16.824341,71.205459,45.345331,64.496602,79.155262,29.013482,Trauma and stress related disorder
0.07538133,0.07230261,0.04957714,0.048213724,0.058570143,0.04222918,0.06002904,0.03359494,0.04211824,0.054923043,0.04937053,0.06366219,0.03949567,0.019373814,0.05865517,0.053855415,0.040307865,0.056278344,0.02829878,0.7288522,0.7155899,0.87642235,0.11975336,0.73338073,0.69639254,0.6678149,0.7666798,0.12628405,0.13821942,0.14317453,0.048823897,0.05611007,0.07538133,0.07230261,0.07370265,0.08376357,0.0659754,0.040923305,0.061699525,0.054491997,0.8031947,0.72452104,0.92700887,0.23877138,0.81798834,0.6825621,0.63951796,0.84806013,0.19777492,0.048823897,0.05611007,0.035386413,0.07445838,0.07054588,0.081356935,0.058507755,0.026858095,0.051975608,0.08827849,0.07901815,0.05806115,0.048172385,0.056914542,0.064500555,0.060219575,0.049330212,0.024767252,0.052756805,0.61251307,0.6158182,0.8370715,0.16613127,0.72363675,0.6990631,0.6813381,0.7222426,0.23877622,Anxiety disorder
0.21983974,0.19461973,0.18010794,0.15944158,0.2179641,0.19905905,0.21557997,0.1289283,0.17507273,0.20705555,0.19709669,0.23334035,0.12791367,0.1398602,0.1717661,0.2156859,0.33601895,0.39610416,0.19356829,0.56759506,0.6878466,0.62086284,0.09484338,0.6166461,0.53598434,0.490167,0.6633652,0.20867108,0.5102608,0.49411663,0.16071475,0.16617575,0.21983974,0.19461973,0.32691675,0.24422303,0.31294316,0.17538995,0.4023517,0.2405521,0.53661656,0.5579464,0.64176,0.1761244,0.7427735,0.53633606,0.48643926,0.6401614,0.17426908,0.16071475,0.16617575,0.18549463,0.21660241,0.20289491,0.25448164,0.28567463,0.17030382,0.28977615,0.30173156,0.30727503,0.2697766,0.21216376,0.24197944,0.259597,0.23259625,0.23513736,0.16456719,0.16004291,0.33668572,0.64467365,0.66967434,0.059320964,0.6320253,0.37701443,0.45985717,0.6042701,0.2925384,Obsessive compulsive disorder
0.15955113,0.1692061,0.14149334,0.16008605,0.1559597,0.16096622,0.06175777,0.08343398,0.08752582,0.11313479,0.17145152,0.20626931,0.10676351,0.145327,0.15936038,0.15429005,0.14622441,0.13706017,0.10711763,0.78058547,0.7075747,0.83870155,0.32490915,0.67930746,0.19416629,0.68487746,0.8196986,0.40473416,0.21935456,0.26302218,0.09473257,0.11648506,0.15955113,0.1692061,0.14762889,0.15937331,0.04499549,0.05426835,0.05699189,0.057811458,0.76361245,0.7503938,0.88112605,0.28878734,0.8468435,0.63065666,0.65332997,0.81129795,0.267508,0.09473257,0.11648506,0.0781671,0.13625757,0.103612594,0.16774699,0.16128418,0.089541405,0.17557336,0.16396481,0.10065876,0.073516384,0.0530179,0.08988362,0.17117521,0.16748759,0.10687439,0.07331859,0.06740798,0.8400457,0.59774196,0.87998986,0.40388748,0.78098255,0.16825011,0.77390313,0.8722745,0.6656897,Healthy control
17.179748,15.482492,12.84734,22.805872,24.697945,19.511958,9.586074,13.256384,39.080819,39.31164,23.213807,5.650824,28.15526,55.206014,64.622821,52.518645,18.842651,36.751923,40.45794,85.56751,75.667625,84.331542,44.807194,72.642533,67.407799,69.968985,78.893291,18.94463,10.349048,8.681929,8.167227,7.447191,17.179748,15.482492,10.467749,9.917837,3.687221,3.346686,1.470438,1.415219,81.56762,58.046939,68.249145,38.243654,64.544028,67.34349,78.143899,76.845768,52.696439,8.167227,7.447191,6.598336,9.194751,10.502669,8.285908,4.470392,5.811939,8.598963,9.035519,7.569637,3.670688,5.179664,7.566749,8.204609,7.798799,3.594688,3.922882,3.404517,85.605615,85.442868,89.576256,69.705787,61.795172,83.368762,89.456687,89.396538,47.270157,Trauma and stress related disorder
0.094443604,0.082485534,0.06856377,0.040458225,0.07625982,0.054003894,0.071906604,0.05711371,0.05832281,0.06378923,0.043304063,0.068079844,0.03241852,0.028725399,0.05729193,0.038020335,0.06577985,0.035865013,0.029092439,0.7462836,0.677884,0.70085096,0.16763695,0.6593014,0.4860912,0.42067817,0.57606673,0.17539918,0.14285079,0.13646953,0.04067077,0.040545367,0.094443604,0.082485534,0.10466934,0.08583282,0.09868453,0.057195965,0.09266643,0.055365525,0.7325947,0.565647,0.7085588,0.15405232,0.63299173,0.45511428,0.40761772,0.55972546,0.15949047,0.04067077,0.040545367,0.045987092,0.062100787,0.073133975,0.07459913,0.05621639,0.025789488,0.06139191,0.07998787,0.07676428,0.0498281,0.025792595,0.061090603,0.04432977,0.05011859,0.046485614,0.020221954,0.05177065,0.7180048,0.57903475,0.69474006,0.23127286,0.665302,0.51144606,0.46658155,0.56245893,0.33229822,Healthy control
0.054892506,0.05971493,0.04746696,0.036188025,0.065614924,0.044745363,0.045179393,0.030749405,0.021940487,0.040214498,0.03702846,0.04554143,0.027041977,0.028417846,0.05278358,0.05118099,0.05003716,0.051412426,0.046719465,0.75620663,0.72578007,0.70418525,0.16888715,0.5336662,0.62832075,0.71101254,0.67800593,0.14725259,0.13613449,0.1494833,0.045950916,0.048302513,0.054892506,0.05971493,0.07383685,0.067191474,0.073650576,0.04430737,0.09005073,0.08154347,0.74026823,0.6425268,0.7569511,0.2271894,0.6970458,0.6767296,0.6470032,0.72447956,0.16750598,0.045950916,0.048302513,0.042627092,0.053065453,0.06132214,0.05706792,0.06034353,0.020672211,0.058350515,0.08559355,0.046351112,0.05217326,0.037862174,0.04986402,0.062015694,0.06073108,0.048594207,0.017817661,0.047849733,0.6717807,0.65784204,0.68062526,0.17988884,0.56760913,0.49472496,0.69143134,0.7077962,0.26703596,Healthy control
0.13995947,0.13873932,0.102087006,0.0788992,0.13125221,0.08264165,0.11107207,0.030122966,0.048415978,0.08403953,0.0686064,0.06403333,0.02485218,0.03489413,0.07583906,0.068802364,0.04470953,0.060430847,0.035328273,0.6631418,0.701647,0.89424497,0.092254385,0.6768203,0.70534396,0.80547947,0.6649079,0.07165776,0.10442273,0.076146886,0.040643003,0.037954245,0.13995947,0.13873932,0.12472633,0.09591195,0.07695958,0.051863108,0.06899816,0.04693588,0.6815653,0.5696095,0.9413652,0.1001333,0.7585044,0.6392102,0.8135255,0.7609932,0.14728518,0.040643003,0.037954245,0.04260624,0.06276713,0.067952335,0.05451067,0.04289873,0.027435629,0.048029017,0.08273926,0.04996196,0.02795716,0.03547911,0.033797625,0.03689306,0.041501984,0.02332959,0.014105462,0.027358185,0.39739358,0.53351104,0.8551687,0.094808534,0.6184971,0.6340368,0.770866,0.6381172,0.18066014,Mood disorder
6.274672,6.314084,4.743004,6.767878,6.633332,6.937472,5.580099,4.440127,4.103594,7.220563,6.540245,5.426842,4.284271,5.717097,7.646818,10.336151,5.695768,6.361846,4.63672,70.95243,72.886507,81.11387,14.55665,60.386431,74.934407,87.512952,63.678361,31.203921,18.986856,19.401387,10.671751,10.570789,6.274672,6.314084,8.358988,8.504071,1.91379,1.924203,2.70436,2.742499,62.238485,66.627083,79.777573,17.65139,48.023551,64.211776,78.556991,54.654321,22.362057,10.671751,10.570789,8.348431,11.904104,11.28219,11.805813,9.418304,7.41391,7.112986,12.159563,9.916243,9.136254,5.873526,6.823595,9.420376,9.954497,8.243403,7.154781,5.325538,54.392572,59.122954,70.379792,19.907928,43.809204,68.0606,77.447803,59.986561,35.319695,Healthy control
9.964751,9.875243,8.147417,12.794404,15.364743,13.175267,9.56948,5.752272,11.247603,15.651336,13.398379,7.236119,3.180183,8.481469,15.588776,14.842025,8.752891,5.513481,17.017924,87.2086,70.659362,91.066818,11.308089,78.269646,54.28745,60.878357,80.298254,11.119813,6.186264,7.112847,5.017832,5.049367,9.964751,9.875243,3.506997,3.786672,0.797626,1.403475,1.608473,3.01807,56.788387,52.196982,89.111847,0.029177,82.962961,55.764997,64.937437,89.682579,29.300057,5.017832,5.049367,4.905713,7.073316,9.812656,7.104885,5.869694,2.958426,5.675188,7.13875,5.302589,3.259316,1.856911,3.672414,5.349387,3.834742,2.244869,1.810639,3.837691,65.460259,64.983056,79.319179,0.278073,67.891889,32.802752,61.65377,77.050837,12.069594,Obsessive compulsive disorder
0.13288406,0.11309921,0.12480128,0.07139063,0.11083783,0.085119285,0.12904303,0.03639533,0.060926463,0.08743414,0.09337298,0.106798396,0.07331542,0.07816295,0.12394009,0.10799179,0.16278154,0.09789102,0.09001315,0.7817249,0.66295284,0.62261504,0.25267255,0.4876865,0.44689333,0.5833711,0.6015509,0.27759057,0.22091763,0.27928042,0.10888138,0.14067882,0.13288406,0.11309921,0.26689,0.23239923,0.26647362,0.18201435,0.23154806,0.14391683,0.68828493,0.43417525,0.5913932,0.1711686,0.43482548,0.3279608,0.41175166,0.49360305,0.14660172,0.10888138,0.14067882,0.11331843,0.15754206,0.14489612,0.18125246,0.13405244,0.053345148,0.16372907,0.18271278,0.12902308,0.14508599,0.08282466,0.1189226,0.0975261,0.12322266,0.11432904,0.055951443,0.12968,0.83420736,0.6726946,0.72617793,0.5286331,0.64020514,0.5756306,0.65402275,0.62448627,0.5752132,Schizophrenia
0.13149649,0.13539632,0.099296145,0.1018479,0.12311187,0.11356981,0.10292147,0.11123517,0.08987158,0.124171436,0.12268667,0.13375759,0.06358572,0.05518408,0.10796962,0.09954272,0.13090721,0.115796134,0.12536697,0.74152535,0.6547951,0.76947564,0.20678644,0.60877746,0.44680944,0.6215073,0.7079205,0.15276058,0.23854354,0.2670268,0.0896289,0.1503431,0.13149649,0.13539632,0.17531581,0.1976777,0.16090661,0.1404622,0.1511939,0.10686839,0.79511017,0.6041784,0.78097653,0.19809832,0.67804176,0.5412953,0.5211924,0.7186819,0.15346715,0.0896289,0.1503431,0.072313055,0.13329256,0.14128289,0.15188916,0.14654015,0.11260417,0.1440796,0.16061036,0.13425702,0.14215113,0.098352976,0.12690061,0.11729912,0.14123955,0.13258933,0.052282173,0.15269873,0.5948372,0.6073673,0.7626998,0.25514874,0.6630885,0.41969967,0.7023537,0.77146274,0.25115126,Schizophrenia
0.042199552,0.039267313,0.038282454,0.029972333,0.042252626,0.031145772,0.033817522,0.019735796,0.025499066,0.033211004,0.03219017,0.041631807,0.018913876,0.015050876,0.032737017,0.030268691,0.03181916,0.034218654,0.020988198,0.7628592,0.6860777,0.7988992,0.13846011,0.5793498,0.67442036,0.65008336,0.63746226,0.15434468,0.15838549,0.15677752,0.046361864,0.0429338,0.042199552,0.039267313,0.12197181,0.11786703,0.11970119,0.090636775,0.115351796,0.08684855,0.7677965,0.59860235,0.87198716,0.13927199,0.65045625,0.6037297,0.649689,0.6651656,0.16395418,0.046361864,0.0429338,0.042230576,0.055104904,0.056543823,0.056416336,0.046357576,0.032293633,0.053094,0.08015111,0.051561207,0.045787323,0.045735996,0.03406153,0.046032622,0.04337196,0.032780576,0.017533995,0.034095973,0.71184295,0.5965789,0.774858,0.19518843,0.5922507,0.6761833,0.67133355,0.5968906,0.29530898,Mood disorder
0.0139622735,0.01762354,0.0057643903,0.012282534,0.010582619,0.014381964,0.010820122,0.0056504863,0.009806608,0.009487483,0.009165395,0.034486346,0.005327074,0.006088717,0.009927506,0.024962846,0.021139313,0.012850125,0.009248615,0.7796284,0.17455338,0.6953242,0.056777753,0.63706374,0.12362761,0.42624867,0.8499078,0.20355473,0.101586536,0.11034528,0.03553344,0.03408426,0.0139622735,0.01762354,0.07283618,0.10154437,0.10155664,0.08744164,0.09432972,0.09331666,0.68660325,0.25600594,0.7023997,0.039971042,0.69609725,0.20381829,0.31239033,0.839603,0.11026687,0.03553344,0.03408426,0.008864917,0.020189451,0.05897367,0.03242324,0.03869939,0.009631614,0.042108245,0.05511581,0.0487704,0.030425703,0.013591251,0.035637345,0.037304986,0.05597138,0.036790665,0.012441975,0.025992487,0.7962741,0.1329953,0.82153,0.081439175,0.6970233,0.13868308,0.53850496,0.90113294,0.48824656,Mood disorder
7.593515,7.788064,5.327224,11.804828,17.320994,12.834475,5.612441,5.328301,11.131529,15.807621,10.664287,4.884788,5.358386,8.988903,12.330815,11.737958,6.994642,13.067758,10.488173,85.063141,84.615603,92.079895,25.253253,84.454409,71.735182,68.066914,90.420776,42.951996,26.064324,26.164861,18.331058,19.450977,7.593515,7.788064,8.992886,10.568541,2.107161,3.045663,2.783996,3.815024,92.268713,81.410817,95.338101,27.004288,89.389184,61.7809,72.324948,90.497909,35.72387,18.331058,19.450977,11.500479,30.348903,46.455418,33.117035,12.840374,9.573032,22.593318,37.879968,24.342507,9.68203,8.035124,16.317029,25.460847,24.416964,13.982958,15.095516,20.114038,69.354058,85.528522,90.226258,23.413874,84.363121,82.804568,71.686587,92.844007,73.195374,Schizophrenia
0.2674435,0.26484543,0.24096388,0.20389532,0.25251493,0.23588537,0.24357998,0.15189373,0.17551324,0.21659088,0.17433715,0.20972921,0.12332723,0.14796734,0.19245054,0.21515138,0.37904614,0.261086,0.17072763,0.754901,0.81955487,0.6359199,0.3207518,0.5530357,0.5847054,0.54064566,0.6885541,0.24189584,0.29435888,0.2877055,0.122582205,0.09334462,0.2674435,0.26484543,0.37885782,0.3931121,0.22947682,0.19247465,0.15629515,0.13266467,0.7255798,0.6814155,0.7657836,0.26109195,0.71170247,0.502648,0.49088386,0.7147163,0.23154677,0.122582205,0.09334462,0.109336995,0.12232563,0.15081398,0.10576823,0.15196079,0.10566813,0.122998744,0.1375147,0.092396446,0.10573903,0.09409302,0.092245564,0.12821697,0.1069683,0.1407282,0.044879317,0.0998136,0.8145057,0.83612925,0.823345,0.63441837,0.7448681,0.7485364,0.76460797,0.8736928,0.6731446,Anxiety disorder
6.162412,6.270225,3.278273,5.488823,7.411257,5.328463,2.801757,2.715161,5.301159,5.711224,3.924982,1.675679,2.744817,3.774493,3.878429,3.63197,1.624237,2.888184,2.045415,86.750321,60.90726,99.849122,1.637263,56.608209,74.850125,39.689739,65.383971,7.327366,12.225732,16.201976,7.522443,8.359068,6.162412,6.270225,7.215122,7.475331,1.685528,1.727266,1.433883,1.464456,84.226754,48.595351,99.962859,0.873721,50.098719,69.544789,40.358168,58.772685,4.794122,7.522443,8.359068,4.503453,6.177492,8.273537,6.170155,4.360297,3.94967,6.17643,6.958808,4.782135,2.286429,2.94812,5.224522,5.609447,4.222464,1.963609,3.66939,2.439977,80.284975,73.346771,99.509364,22.231518,62.986175,87.427432,61.799785,63.641761,44.892003,Mood disorder
0.053819187,0.060999397,0.034416422,0.043870926,0.038216803,0.041062407,0.060080484,0.032176614,0.037211683,0.038936254,0.044176586,0.04976233,0.057074536,0.022226842,0.040933523,0.05224874,0.048917383,0.07107891,0.047727246,0.72704756,0.665433,0.74723625,0.17259124,0.700102,0.58529705,0.70754427,0.7994686,0.28740487,0.18897326,0.19519436,0.072985835,0.07593431,0.053819187,0.060999397,0.07982799,0.08824097,0.06840545,0.050373577,0.07234827,0.077296495,0.720703,0.55925983,0.76104224,0.26833332,0.72054684,0.657029,0.6640761,0.83840406,0.3921607,0.072985835,0.07593431,0.057119604,0.09432932,0.075025134,0.094587415,0.07629666,0.045026183,0.06858092,0.08847166,0.08742433,0.074652165,0.062067095,0.06465399,0.073260814,0.0837904,0.07404513,0.037007578,0.086966686,0.6875145,0.5914018,0.7121189,0.1883204,0.68364227,0.5006553,0.7357363,0.7427761,0.3368925,Anxiety disorder
40.281286,36.254292,34.696037,47.28462,44.532434,36.141026,19.925337,22.75066,41.077881,29.823842,25.078915,6.781873,17.558005,27.383338,16.053093,19.176453,14.917066,29.916838,29.904641,79.41884,80.885018,95.138644,33.166377,91.338753,58.102983,83.577802,89.745643,38.591915,14.806235,14.012734,5.939079,5.387144,40.281286,36.254292,10.454449,10.08889,1.591701,1.720191,2.674203,2.723807,89.244377,79.730363,96.006641,65.782978,92.717077,83.976827,85.609978,94.035933,72.355558,5.939079,5.387144,5.302495,7.861026,6.448631,5.434101,3.515545,4.567897,7.141151,5.320673,5.434062,1.836065,4.255221,5.755452,3.857567,4.417065,2.782199,5.287385,4.635831,40.190312,68.285531,90.707552,12.619604,89.441144,25.729638,86.786265,88.896407,55.115138,Addictive disorder
137.616035,146.486521,123.976917,151.605516,154.501851,157.248513,108.055611,63.556859,139.184253,145.797964,139.129238,55.67818,88.588532,150.064466,135.457938,143.409581,154.837128,138.996314,136.495728,41.225814,52.257358,91.223538,23.431937,82.617138,71.959346,66.808774,85.169416,22.218867,28.266495,23.889259,26.744379,27.494607,137.616035,146.486521,27.060789,28.832529,1.956954,2.087248,4.619464,4.110862,68.720204,68.687968,96.205872,37.712451,89.853226,74.649163,57.642357,85.061603,16.846061,26.744379,27.494607,28.650189,23.020505,20.574884,26.792936,15.786275,9.582882,18.669723,19.329175,23.170463,9.015938,15.801131,20.141966,17.571488,20.538394,13.711418,17.056956,11.970454,10.025691,1.433324,76.101009,12.077676,73.058375,60.961841,78.053151,86.19259,30.469309,Addictive disorder
7.053023,8.048868,5.564331,8.421068,11.131126,10.127061,6.91271,3.190487,9.418974,10.987059,9.925899,4.342993,7.625585,14.755826,17.85337,16.521483,9.14929,9.763409,11.352691,65.310401,64.895913,81.366553,11.552793,73.84093,77.383171,49.237762,69.854885,22.237546,14.913697,17.22865,10.159978,11.424509,7.053023,8.048868,10.20072,10.81184,3.930849,3.747589,5.690513,5.075137,61.490464,59.884848,83.631593,12.282091,82.600082,78.856228,49.115327,76.737547,15.538584,10.159978,11.424509,7.865921,12.790288,17.927907,13.43918,9.606714,5.254402,9.644767,11.963638,10.357297,5.742014,6.426991,8.329505,10.338612,8.79217,6.131968,5.61871,6.058547,73.984762,60.142561,87.257746,9.75469,86.92896,74.830434,51.056543,81.044799,29.108888,Anxiety disorder
0.044957135,0.04345863,0.03723647,0.031226266,0.047932647,0.037719134,0.04119247,0.02477259,0.032144774,0.03722265,0.035938986,0.049081326,0.033138998,0.025179831,0.052332487,0.04361643,0.061643172,0.07973457,0.057238575,0.86262465,0.7999637,0.86318564,0.28432375,0.7419268,0.75177467,0.7307633,0.8305269,0.33405763,0.30273917,0.29902348,0.08368658,0.07816575,0.044957135,0.04345863,0.14187868,0.13635771,0.12350844,0.08590731,0.115048885,0.092306085,0.8671447,0.8006737,0.9239239,0.4191588,0.8230929,0.754949,0.7406448,0.84806556,0.3300144,0.08368658,0.07816575,0.08163401,0.112080395,0.09494967,0.10907975,0.091588214,0.062406924,0.108241625,0.12378644,0.11128916,0.10623174,0.060914308,0.095340125,0.11297406,0.08429844,0.08554139,0.044644505,0.09090645,0.87164295,0.81813693,0.8944102,0.51818633,0.8058298,0.8251883,0.83516926,0.877516,0.58239555,Mood disorder
